VIDEO_LENGTH_MIN,THUMBNAIL_CTR_PCT,UPLOAD_HOUR,EDITING_HOURS,SUBSCRIBER_COUNT_K,TAGS_COUNT,VIEWS_K
28.1,4.45,3,6.2,20.5,16,31.7
11.2,4.11,11,2.8,62.1,16,149.4
20.1,8.86,6,3.4,11.5,15,129.2
12.8,11.72,5,4.3,56.9,15,213.0
8.6,7.42,16,1.9,18.0,3,68.8
25.2,6.5,13,4.0,1.0,8,29.3
25.4,5.82,18,7.5,8.5,21,10.3
18.0,7.65,22,4.1,88.3,19,192.3
10.7,5.43,11,4.5,48.8,17,136.1
18.8,2.96,1,2.5,30.6,13,68.5
18.7,6.5,18,3.0,13.1,25,117.4
16.3,9.63,19,7.5,40.8,8,148.7
17.9,3.2,18,7.7,3.0,28,0.1
24.9,4.56,2,5.7,17.7,28,46.7
9.0,9.7,6,6.0,11.9,12,72.2
8.5,1.31,23,10.1,16.9,24,67.1
4.8,5.14,1,3.7,30.6,11,118.5
3.8,3.79,2,15.0,35.7,28,140.7
19.3,3.02,4,4.4,4.2,10,41.3
31.0,6.23,4,2.3,23.8,25,28.8
17.6,6.69,13,13.8,58.9,15,227.3
17.3,10.26,2,4.5,29.3,17,136.7
28.7,4.65,3,16.6,16.8,5,104.7
23.8,6.16,8,5.6,180.8,24,376.5
12.0,8.58,1,14.8,4.4,24,130.0
16.5,3.16,17,2.6,47.5,28,92.8
19.8,6.07,2,1.4,25.1,15,60.9
13.8,2.71,19,7.7,55.6,7,144.0
12.7,6.23,18,1.7,27.7,24,76.5
8.0,7.58,8,8.4,61.7,8,177.2
17.9,4.62,3,4.5,115.2,3,221.1
7.8,5.55,14,9.6,19.4,11,99.8
33.9,4.37,22,1.4,60.7,24,130.5
15.5,0.5,6,6.9,43.7,4,92.1
5.8,1.71,10,3.4,58.1,14,138.0
17.1,6.46,20,5.1,46.9,5,107.7
6.9,6.57,12,2.4,12.5,4,129.4
17.4,6.94,17,6.0,40.2,19,177.5
5.5,2.92,16,4.3,65.2,10,151.3
11.2,6.5,14,8.1,59.2,15,171.1
18.7,8.6,23,3.6,49.5,23,108.0
12.9,5.76,17,1.2,47.0,21,132.0
12.4,5.75,23,3.3,12.1,26,105.6
10.5,4.43,8,8.5,27.1,29,71.4
17.8,2.42,5,1.8,55.5,18,120.2
30.5,9.01,5,4.7,5.6,23,52.8
13.8,9.32,23,1.5,46.5,23,118.7
6.1,4.26,17,5.1,31.3,13,93.6
21.4,10.27,16,5.0,32.0,4,125.0
11.7,6.27,16,3.7,1.4,13,73.3
11.3,6.67,12,7.9,3.5,15,91.0
10.0,7.75,18,12.0,9.5,12,71.2
25.4,6.15,14,1.0,61.7,14,198.7
13.4,5.32,0,1.6,110.6,6,234.3
15.0,10.53,20,17.4,29.1,26,194.9
16.7,0.5,22,4.7,147.1,26,297.7
5.9,4.26,10,1.7,61.8,12,155.2
8.0,6.91,11,8.9,29.1,22,149.5
4.9,4.74,13,6.2,14.7,4,94.5
12.4,3.99,8,2.1,68.0,11,175.5
6.8,4.84,18,1.9,11.3,27,83.5
9.3,1.16,22,4.3,41.1,5,66.3
14.8,8.23,12,1.9,3.3,27,44.9
13.3,10.87,22,2.4,14.3,13,141.1
26.3,7.18,16,1.1,17.4,28,62.9
17.9,4.6,21,7.5,2.0,10,67.9
29.3,7.17,18,1.1,19.9,29,102.2
14.8,7.04,7,9.4,41.1,8,142.9
8.0,3.28,23,6.9,39.4,15,121.3
15.6,6.76,22,4.7,32.5,14,90.0
22.7,4.37,2,6.1,59.0,23,145.5
35.5,5.2,14,5.9,189.1,4,370.9
14.7,7.75,10,1.8,7.1,15,16.7
9.6,7.1,2,6.6,36.6,3,161.0
12.1,5.87,22,3.1,4.9,13,56.8
10.0,8.85,19,0.8,20.3,7,111.5
10.4,3.17,4,2.5,49.8,9,117.5
10.4,10.09,8,2.0,10.5,22,117.1
6.6,4.73,6,1.6,50.9,10,181.0
17.4,7.04,3,5.3,47.8,23,153.8
3.9,5.83,17,10.3,20.8,8,129.1
11.0,2.83,8,3.3,37.0,5,91.7
7.9,4.97,12,3.9,109.5,17,236.3
11.0,8.35,11,5.0,8.6,25,70.3
17.0,1.61,13,8.9,66.8,10,153.0
10.4,3.92,1,4.9,74.6,24,110.8
13.8,2.56,20,7.0,49.5,20,132.9
17.8,0.96,9,11.1,128.5,27,266.5
8.4,5.47,0,6.0,94.3,19,209.2
9.2,9.41,12,15.3,15.8,8,200.0
16.0,6.53,14,6.6,39.1,3,144.2
9.9,8.3,11,11.8,5.3,16,116.4
12.9,2.29,6,7.2,20.6,4,87.4
12.7,3.46,6,4.5,15.6,6,69.1
15.8,6.43,4,4.0,18.2,3,92.4
10.1,11.54,16,6.8,36.1,28,162.0
8.6,4.59,7,1.0,3.8,26,35.2
11.5,5.14,21,4.4,32.9,6,78.3
16.8,7.76,5,3.2,30.2,3,83.2
7.0,3.53,9,12.5,10.4,14,95.6
4.4,11.18,6,1.1,1.7,9,79.7
8.4,8.34,18,1.9,23.5,6,98.0
13.7,5.3,8,7.3,17.7,5,124.8
9.3,6.72,4,5.8,29.9,28,151.3
26.6,7.09,20,6.4,47.0,29,151.5
10.1,7.42,7,7.5,59.3,11,163.6
7.2,8.52,15,4.9,9.9,5,111.7
17.3,4.34,0,1.9,76.5,7,175.4
18.9,4.74,15,8.9,10.7,26,105.5
14.9,1.92,5,1.6,86.4,12,156.7
2.8,3.06,0,5.6,24.5,12,115.0
12.7,8.13,4,6.2,32.3,26,125.9
6.7,7.01,10,7.5,2.9,23,52.0
4.4,8.69,0,7.4,17.5,13,103.7
14.2,5.49,11,1.6,4.4,9,4.0
10.5,9.45,10,5.1,23.0,14,157.2
7.6,10.06,11,3.7,29.8,6,179.9
24.2,6.77,1,0.8,95.3,25,203.9
21.2,8.17,7,2.9,63.1,12,222.7
14.1,4.54,13,11.1,136.0,13,343.1
20.0,6.13,18,5.1,85.5,11,176.3
19.3,6.73,10,6.2,16.3,10,86.5
5.5,4.83,5,4.3,18.2,14,81.7
7.9,5.21,2,6.7,20.0,27,47.3
9.6,4.33,9,6.3,4.5,19,20.7
26.0,6.96,11,9.0,41.8,22,98.2
13.3,7.54,1,2.6,18.7,14,97.8
17.9,7.73,0,11.1,103.7,13,275.2
14.2,6.99,12,10.9,56.8,14,186.0
15.1,4.38,22,3.0,80.9,24,189.2
6.9,9.52,22,7.0,46.2,17,182.5
19.0,5.69,18,6.2,74.0,26,200.7
17.1,6.3,20,4.1,4.5,17,39.0
19.6,5.45,4,8.1,41.7,28,133.4
30.9,6.29,11,6.5,17.0,27,102.7
3.9,5.64,16,1.6,74.6,19,189.2
16.1,3.43,19,0.7,20.3,19,33.2
21.4,7.46,13,0.5,4.8,15,101.0
26.4,8.08,16,2.8,24.0,4,100.3
10.3,4.62,15,0.9,18.4,20,105.6
7.8,5.8,0,3.6,15.2,20,105.8
9.4,5.88,3,8.2,28.6,11,162.8
7.5,7.02,11,5.1,93.6,17,273.8
7.0,7.02,0,1.6,1.6,29,92.8
7.0,3.35,12,3.2,24.0,26,67.4
36.4,7.36,8,9.5,27.2,14,110.1
26.0,3.41,6,5.9,32.0,19,64.0
9.7,7.26,18,2.6,72.9,28,188.3
44.3,7.23,21,6.1,14.1,5,35.0
19.0,4.45,17,2.6,49.9,28,107.2
13.8,0.92,3,3.3,6.9,25,51.5
16.3,4.7,21,1.3,50.5,19,119.8
8.4,4.11,22,2.7,9.4,13,46.9
9.8,3.66,13,15.4,7.5,11,138.2
14.6,8.11,19,2.7,53.1,8,167.1
5.3,10.31,22,3.3,19.9,16,130.1
16.2,8.81,20,5.5,55.1,8,161.1
15.5,1.59,18,2.0,6.4,23,1.0
14.5,4.06,14,6.2,78.6,20,225.7
10.8,8.26,17,7.3,10.8,11,58.5
12.9,5.62,13,7.8,90.3,26,231.6
11.4,11.58,20,1.5,180.8,28,410.1
15.1,4.33,18,7.0,39.6,15,93.5
14.1,5.79,23,9.8,24.0,13,89.3
8.1,4.71,14,3.7,31.2,5,125.9
14.6,8.15,0,4.4,100.1,29,237.1
21.0,12.05,23,14.1,113.9,29,292.5
14.6,3.84,17,11.4,42.1,29,130.2
15.9,8.79,12,6.8,4.4,22,57.6
21.2,7.71,10,5.4,13.4,16,111.2
21.3,6.27,22,6.6,14.6,12,87.6
9.1,9.5,2,0.5,52.2,7,170.0
8.4,5.51,13,14.0,11.0,11,111.8
8.9,4.55,16,3.9,195.5,18,390.9
10.4,8.76,23,3.6,47.2,7,164.1
18.3,2.33,4,2.3,11.9,25,10.0
31.6,7.99,15,3.2,44.3,26,110.5
6.8,4.81,7,11.4,65.9,25,183.6
25.4,3.59,6,11.7,15.1,16,79.4
7.4,5.31,6,8.7,193.2,26,424.3
13.4,7.56,6,4.7,93.6,3,240.5
11.0,9.92,8,15.7,12.6,14,131.8
5.6,5.15,8,4.0,26.4,6,64.8
12.0,2.67,0,9.7,28.2,28,118.1
10.1,7.68,5,4.5,143.1,17,332.8
10.8,10.19,21,3.3,16.8,13,136.3
19.4,9.8,14,4.6,183.8,16,364.6
15.7,5.03,0,8.4,75.5,23,182.0
19.6,3.22,21,4.7,57.8,21,144.6
18.6,10.2,0,4.4,22.6,9,105.8
12.3,2.78,14,6.2,111.5,4,228.7
21.6,6.29,6,1.4,83.7,7,188.5
6.7,0.8,13,7.5,70.7,21,179.8
17.0,6.65,10,2.8,24.8,15,72.3
16.6,11.99,2,3.5,30.8,21,147.1
16.8,3.46,3,1.7,101.8,25,176.4
22.5,6.45,2,1.6,155.2,25,358.3
13.6,4.09,9,9.1,4.7,5,63.3
8.0,4.76,20,1.9,199.0,24,395.7
12.2,5.35,23,5.5,26.1,5,125.5
10.5,3.93,22,2.0,8.2,21,37.3
15.0,5.86,11,8.2,35.3,29,146.0
8.9,3.17,0,5.4,25.2,8,78.8
12.4,2.53,23,1.7,24.8,25,48.5
17.5,4.85,6,0.6,21.0,13,55.6
25.1,4.66,22,3.4,35.8,22,87.6
12.9,5.74,0,2.8,25.3,6,88.9
12.7,6.9,18,3.8,54.4,14,201.5
8.4,6.23,13,11.7,121.6,23,322.2
11.4,5.27,7,14.6,18.8,6,132.3
12.7,6.63,0,4.8,52.4,10,113.3
29.2,6.87,20,3.6,22.7,17,81.0
5.4,7.18,4,4.2,9.9,15,125.1
10.2,5.5,0,4.0,3.3,13,82.7
8.5,5.97,18,5.2,19.5,11,49.1
5.9,9.56,4,4.7,83.0,10,231.4
19.9,8.89,8,2.3,10.3,19,73.3
11.1,7.79,10,12.5,88.9,11,232.5
27.1,6.7,14,12.1,3.2,5,102.2
27.8,7.52,12,7.6,57.7,11,158.6
25.5,3.56,7,7.5,29.3,22,63.6
15.6,3.58,21,2.6,33.5,9,105.2
7.2,4.71,17,5.9,2.0,19,45.3
13.0,5.33,2,4.6,68.6,7,175.3
26.3,4.74,10,2.6,22.7,17,49.5
16.0,4.49,4,1.1,10.0,21,36.0
24.7,6.51,13,1.7,52.3,18,133.2
16.1,5.6,4,3.8,5.2,5,23.5
17.0,5.21,2,1.6,30.9,20,93.6
17.6,5.93,19,5.5,63.7,19,144.9
15.2,9.87,6,6.9,26.4,16,158.8
18.3,5.64,17,3.9,3.7,27,56.5
10.7,5.17,6,2.8,35.0,8,87.1
8.0,5.8,5,5.0,10.4,7,46.7
20.3,7.12,4,4.4,23.8,19,83.9
9.7,3.58,5,2.2,13.1,8,130.0
8.6,8.33,17,1.3,19.0,18,123.5
9.9,6.87,20,10.9,141.7,23,299.9
15.8,8.13,13,1.3,4.0,23,83.0
10.3,5.66,3,5.6,17.8,12,79.9
7.4,4.82,0,1.7,10.5,17,29.3
13.2,5.79,17,7.2,74.7,11,208.2
6.1,3.8,8,1.6,194.9,14,385.0
8.8,3.56,21,4.0,36.2,9,112.9
7.8,5.44,7,2.6,23.5,8,64.3
7.3,7.13,22,2.1,66.7,21,181.1
8.5,5.74,23,1.4,70.9,18,164.1
18.3,9.4,4,6.3,100.5,12,278.8
7.6,4.82,7,1.6,27.1,15,81.1
2.9,7.29,16,7.3,3.3,3,84.6
22.9,5.62,1,2.5,11.7,17,81.6
15.1,7.16,8,1.7,6.3,26,22.1
10.6,7.64,10,5.8,88.6,20,200.8
11.2,7.56,4,3.4,41.0,9,156.7
17.3,5.22,8,7.2,28.6,28,114.5
12.7,6.9,21,2.1,6.0,12,88.7
5.6,5.14,20,3.4,69.6,11,198.6
28.3,5.85,1,2.6,13.8,9,64.3
7.7,0.5,14,5.4,37.7,27,52.8
12.5,6.31,20,5.3,93.0,22,211.9
7.1,6.79,3,1.8,29.4,16,137.8
12.7,6.85,9,3.8,23.7,12,109.6
16.3,7.75,4,4.8,52.5,10,142.9
10.3,8.49,13,5.6,82.0,17,205.3
21.7,6.03,0,3.8,14.6,27,48.5
14.5,5.22,0,3.5,125.2,25,260.6
6.9,8.7,11,1.2,29.9,24,110.3
12.9,8.25,2,8.2,20.0,15,115.4
10.4,11.27,7,3.7,26.5,13,158.3
7.5,3.41,14,3.9,78.0,5,147.5
14.6,8.67,7,0.6,23.2,20,148.6
10.3,4.3,8,3.0,26.9,7,83.5
12.8,6.41,22,3.4,29.4,17,101.8
33.3,3.29,1,7.6,52.1,16,102.1
16.2,6.68,11,6.4,11.8,27,46.6
20.4,7.04,4,7.3,106.9,18,300.4
9.6,6.83,21,6.6,17.8,12,116.3
25.5,0.84,22,4.8,131.6,22,238.9
24.7,3.7,0,5.3,10.9,24,44.3
11.8,3.08,8,2.7,53.5,19,112.8
34.3,9.23,14,2.8,60.1,3,162.7
17.2,6.13,6,0.8,10.9,15,24.9
8.2,4.5,22,2.0,11.8,24,47.1
21.8,4.34,17,7.7,3.8,24,42.5
14.7,5.99,8,5.9,2.1,26,42.9
16.1,4.14,17,9.0,23.5,8,61.4
17.4,5.78,0,3.0,26.4,11,101.5
5.0,5.77,12,2.0,14.0,15,60.3
6.2,6.92,8,1.7,8.3,27,94.5
5.5,5.01,5,2.6,50.9,19,145.6
3.6,9.71,18,3.9,11.4,13,136.2
6.6,7.69,15,2.5,6.2,22,48.7
21.0,7.97,10,0.6,31.9,7,109.4
7.9,8.07,8,5.8,36.7,4,187.7
9.1,4.65,20,2.6,10.6,24,70.8
7.9,9.76,19,5.8,82.0,23,279.6
15.7,6.27,16,2.1,24.1,7,42.2
20.0,6.84,23,4.0,17.1,26,62.7
15.9,6.16,11,3.7,21.6,9,123.1
4.8,7.14,11,2.8,21.7,3,84.0
31.8,12.09,19,6.4,3.2,19,99.6
10.6,6.61,22,7.0,4.6,14,97.1
12.7,6.4,12,9.4,8.5,24,101.1
13.9,9.4,12,1.6,6.2,7,8.9
14.0,11.15,21,2.5,10.2,15,116.9
28.4,9.14,23,3.4,89.7,12,203.5
16.5,5.17,1,3.4,19.9,13,112.5
15.3,6.41,8,2.9,34.5,3,110.8
27.3,5.47,3,3.2,19.8,18,0.1
17.0,7.7,7,1.5,46.2,4,128.3
18.5,8.06,7,2.0,144.3,10,310.3
10.3,2.96,21,3.5,52.2,12,148.0
17.1,8.52,14,10.6,107.0,28,302.8
12.3,9.49,0,4.0,122.7,28,338.9
14.1,3.32,21,0.8,19.9,10,76.5
21.1,7.13,21,2.1,89.5,26,217.0
11.0,5.49,19,1.5,8.7,17,67.5
11.4,4.81,4,2.7,35.8,17,82.9
12.4,7.97,2,8.2,24.9,20,138.3
21.0,6.87,12,5.3,40.4,10,168.6
12.0,8.53,20,1.5,57.6,26,228.3
22.3,8.27,8,4.3,52.6,24,155.2
10.4,5.97,6,9.1,18.9,10,52.2
14.3,6.62,11,9.2,7.9,20,107.0
10.2,6.51,21,2.8,47.2,17,172.8
7.6,3.16,18,3.1,130.1,15,225.2
13.0,11.77,5,2.8,49.7,19,184.9
12.1,5.79,1,3.3,8.6,14,36.9
9.4,4.06,7,2.6,63.6,10,158.9
5.6,0.5,18,6.4,41.5,19,96.2
11.0,8.01,12,10.6,35.1,15,203.5
7.0,2.51,4,7.2,48.1,4,89.7
9.9,10.13,0,8.7,5.8,7,105.7
7.4,5.47,1,2.7,22.7,17,93.6
15.6,5.81,19,6.6,95.4,6,212.7
9.5,4.34,6,6.3,72.2,12,134.1
9.0,7.49,5,7.0,94.5,5,246.7
19.9,1.75,2,1.4,11.8,27,0.1
15.6,6.32,10,7.3,23.1,19,97.2
13.9,3.48,21,5.2,55.2,23,118.8
7.8,5.83,12,3.2,24.2,10,95.9
10.8,0.67,14,2.8,20.8,13,39.0
12.4,5.29,7,13.4,66.5,26,180.8
21.0,5.99,17,5.8,13.4,3,88.9
7.7,4.63,3,6.6,9.1,17,137.5
9.8,1.44,14,6.1,7.1,11,52.3
6.8,2.33,13,4.9,22.8,15,46.4
10.7,7.37,2,10.8,106.6,19,252.2
13.9,6.15,3,5.7,1.5,7,11.9
20.3,5.66,6,13.6,6.8,10,67.6
22.8,7.63,9,8.9,2.5,27,85.8
16.2,6.5,2,4.7,50.5,20,128.1
17.8,6.42,6,1.5,8.5,26,79.8
22.9,6.09,12,5.2,30.7,11,84.9
30.4,5.35,11,3.0,12.6,10,47.0
10.4,7.05,23,13.3,72.2,10,242.4
6.4,3.54,10,4.9,36.7,28,113.2
17.0,2.17,0,11.7,3.7,26,66.8
15.4,6.5,21,5.5,112.1,22,269.3
4.4,3.86,1,4.3,7.5,26,69.9
5.7,9.48,16,6.7,138.3,20,352.3
4.7,7.59,6,5.7,19.9,28,117.3
9.5,6.06,4,7.1,8.9,14,71.3
13.1,4.33,1,1.4,25.7,21,47.7
21.7,8.1,10,9.2,78.3,21,221.0
8.6,9.03,18,7.1,5.4,14,108.7
9.3,8.27,1,5.9,12.4,12,108.8
8.5,7.74,5,7.8,36.6,23,165.1
10.3,5.91,10,5.0,87.4,23,210.4
11.4,9.3,11,4.8,57.1,14,206.8
18.3,5.6,15,9.8,33.5,14,163.6
18.9,3.52,22,5.3,14.5,8,44.1
17.0,2.2,6,9.5,30.8,5,99.3
16.0,2.93,22,4.4,47.1,17,68.6
12.1,4.8,17,9.0,47.6,3,126.9
17.1,7.41,13,4.2,69.2,3,187.8
2.9,8.57,23,5.0,42.8,17,152.3
17.7,5.31,22,4.7,129.8,8,245.8
15.9,8.03,7,7.5,78.7,15,224.9
5.9,5.05,4,1.6,14.7,7,61.2
12.6,5.74,21,2.5,57.9,19,155.2
19.5,5.68,3,3.8,13.4,7,88.5
12.1,11.96,16,8.9,73.8,10,248.4
27.5,5.39,21,6.7,43.3,25,95.3
15.6,5.69,8,1.8,53.8,26,171.5
3.4,8.78,5,1.6,71.9,20,206.6
9.0,1.8,21,2.4,15.6,7,33.6
10.8,5.07,15,4.2,13.5,29,84.9
10.6,7.81,5,3.1,10.2,13,96.3
20.9,1.65,3,0.9,34.5,8,0.1
14.1,2.82,21,6.6,24.2,29,36.0
26.6,5.25,0,6.2,18.2,10,66.8
6.3,9.17,23,6.3,25.0,15,139.6
18.4,8.1,21,2.3,98.0,26,173.4
5.3,8.75,5,3.4,31.9,15,118.1
6.7,5.32,4,0.9,79.3,17,191.3
16.0,2.57,23,9.9,37.4,13,100.7
13.6,5.38,20,5.2,70.8,29,128.8
13.9,2.87,7,6.0,18.9,22,70.3
9.1,7.49,17,4.8,109.1,12,275.9
18.7,5.46,10,3.0,27.3,18,121.0
26.9,5.77,15,3.6,6.7,15,26.6
13.3,4.8,3,6.9,33.3,13,130.0
13.5,1.32,4,14.4,8.6,27,66.3
3.3,3.85,17,1.4,4.3,18,43.8
10.5,5.0,6,7.9,41.7,3,131.7
16.4,4.63,11,4.2,12.4,26,49.3
5.1,5.5,14,5.4,5.3,24,63.6
14.7,4.04,8,1.7,27.8,5,67.7
5.6,6.71,0,4.9,29.2,21,116.7
9.5,6.1,14,2.1,23.5,23,56.0
8.1,4.87,10,6.7,10.0,4,87.0
28.9,5.49,15,14.6,51.8,3,163.2
14.6,3.28,0,2.7,39.7,5,121.6
7.1,5.38,0,4.1,237.7,18,461.9
6.4,7.39,8,0.9,71.3,9,165.0
10.2,5.17,0,5.5,9.0,25,43.6
23.8,6.68,17,6.7,57.4,16,107.6
6.5,5.11,2,4.4,50.0,26,103.4
18.3,1.88,16,5.4,19.0,24,56.8
26.1,4.65,10,1.8,56.3,25,115.5
10.4,4.06,16,3.9,40.6,7,87.7
13.2,4.86,1,1.3,12.8,13,35.6
6.8,7.1,13,3.9,8.9,22,102.2
10.5,4.55,2,5.2,119.1,6,250.8
33.1,7.23,4,4.1,73.3,11,151.6
9.2,6.27,6,10.9,23.8,17,111.6
29.0,10.15,8,5.0,53.4,15,109.0
16.7,9.94,9,4.7,54.8,20,187.8
22.1,9.79,1,1.9,78.1,5,229.6
10.4,7.59,0,11.6,1.9,7,74.0
16.5,6.71,19,2.9,11.2,10,68.3
6.7,4.4,3,5.6,6.2,6,33.2
18.5,7.89,23,1.8,12.1,9,111.3
3.3,4.7,18,2.0,34.5,28,123.3
10.3,5.15,17,4.0,130.5,9,331.4
33.0,6.45,11,6.0,23.3,22,82.0
10.5,4.21,5,3.9,53.7,18,128.4
12.8,7.59,14,5.2,77.4,12,231.9
13.2,2.74,11,6.3,20.8,13,28.5
38.3,4.34,21,3.3,17.8,4,38.0
17.4,10.74,4,7.6,32.6,14,137.4
15.0,5.66,18,7.5,9.8,22,96.5
14.0,4.71,9,1.8,63.6,10,103.9
8.4,8.7,22,4.8,100.5,19,240.1
9.5,6.57,22,13.0,4.7,9,72.9
9.9,1.58,6,2.1,1.1,29,37.0
15.7,5.42,12,3.1,32.8,28,109.4
26.3,5.66,8,12.0,68.8,22,153.0
19.1,4.6,20,6.1,7.4,9,44.8
14.4,7.67,23,3.7,37.8,18,63.5
6.9,6.08,1,3.7,8.6,17,89.5
5.6,7.88,7,3.7,35.4,15,78.0
12.0,4.9,4,1.0,3.1,14,49.6
9.8,2.15,14,2.5,2.1,9,39.8
9.8,7.52,16,1.1,21.3,13,117.8
12.5,3.07,11,3.7,56.1,27,125.5
7.3,4.54,1,1.4,52.1,28,153.1
7.2,4.18,15,0.9,101.5,8,231.3
30.5,4.75,21,0.8,1.5,27,10.1
14.1,8.01,17,2.0,18.3,22,87.6
7.8,4.11,13,4.6,31.5,4,139.5
20.9,9.4,14,9.3,104.8,25,258.6
8.1,6.53,8,1.5,100.9,15,224.8
2.7,7.28,21,5.7,20.6,28,113.7
8.6,3.13,5,7.3,49.6,28,179.4
18.3,6.75,0,2.0,3.3,8,38.0
8.2,5.84,11,4.3,55.6,21,106.7
7.1,4.27,13,7.6,93.0,29,270.0
6.0,5.32,13,8.8,15.5,13,74.1
12.2,7.15,14,3.0,148.8,27,313.4
19.8,0.6,5,15.0,19.0,14,56.0
5.1,4.48,19,5.7,21.6,7,125.1
25.9,6.92,16,11.3,53.9,23,186.1
18.3,8.64,9,4.2,19.8,12,116.7
14.1,4.78,19,6.8,57.2,21,128.9
18.6,7.94,4,3.9,2.3,23,66.1
27.4,2.74,12,2.8,8.1,3,12.6
14.5,7.01,16,13.1,14.3,7,93.9
19.4,7.87,12,6.5,4.2,15,70.6
17.9,7.14,12,5.7,39.8,24,83.0
9.4,7.84,21,5.8,14.3,3,74.6
10.5,6.51,4,5.5,38.6,18,126.6
8.5,5.36,4,4.2,22.2,7,102.8
11.2,6.55,13,8.7,104.6,3,243.9
23.0,9.09,6,3.5,72.3,4,190.9
17.1,5.62,19,4.1,14.3,20,74.0
13.3,5.45,16,4.3,44.8,5,98.1
9.0,8.2,22,8.7,46.8,28,187.7
6.9,3.86,1,5.6,5.3,15,69.3
20.3,7.92,11,6.5,23.7,28,98.1
7.4,5.47,13,5.4,29.4,20,102.1
10.2,2.9,6,9.5,19.5,15,74.8
20.1,3.14,0,2.6,13.3,20,86.2
21.2,7.58,4,4.5,67.7,9,206.9
9.9,6.64,19,4.8,11.6,27,106.8
9.2,4.82,3,10.1,13.2,15,91.1
25.2,6.31,16,2.8,5.8,23,66.5
15.4,4.46,5,4.9,116.6,4,251.1
20.7,2.31,16,7.3,7.7,11,57.8
11.3,4.72,3,3.0,21.2,17,43.6
11.4,3.55,22,10.5,28.6,9,139.9
17.4,4.04,12,4.7,5.5,6,56.8
7.2,1.71,16,4.8,7.5,8,41.6
14.1,6.25,1,10.7,63.8,18,165.0
10.7,9.19,14,7.0,46.8,25,177.6
7.3,4.75,21,9.5,70.9,4,201.7
39.1,7.23,6,2.6,45.6,23,135.2
10.1,1.41,5,6.9,20.8,15,41.4
14.4,4.23,9,10.1,57.8,9,152.6
7.6,8.09,16,4.1,58.7,4,153.8
17.1,6.3,0,13.1,10.8,3,128.5
20.0,6.85,9,5.2,71.4,13,174.0
14.7,10.16,6,19.7,43.0,29,209.9
15.0,4.69,5,2.9,30.4,21,100.0
21.1,4.64,15,10.6,76.1,9,187.7
42.8,4.37,5,2.1,3.4,22,0.1
17.0,6.7,19,5.2,24.0,26,105.7
15.6,5.11,23,7.3,46.6,10,77.4
21.9,1.24,19,0.8,37.9,28,54.5
14.6,7.71,5,6.8,1.2,20,51.6
18.6,7.15,22,3.2,17.3,6,54.6
13.1,4.79,2,6.0,20.7,23,74.4
15.7,4.95,22,3.4,27.7,27,61.8
6.4,4.6,7,2.2,4.2,28,24.8
13.5,5.41,9,3.2,39.8,19,110.8
10.7,7.36,8,5.5,34.6,21,135.3
8.4,5.0,9,0.5,75.9,9,186.7
8.8,7.87,4,12.5,60.6,24,190.2
16.0,8.7,16,4.6,43.1,15,177.1
11.9,7.55,9,8.4,1.9,5,78.8
12.6,2.73,18,1.5,3.3,12,48.5
23.3,4.45,20,3.5,3.0,18,25.7
7.2,8.21,7,7.3,37.2,20,153.7
23.3,5.64,22,4.0,17.0,9,58.8
18.3,11.98,14,6.6,123.4,23,290.7
9.8,7.5,11,3.6,34.4,27,128.0
15.0,2.26,8,5.3,1.4,13,59.5
11.9,8.28,0,2.7,43.9,16,162.9
20.2,4.95,10,4.5,62.5,27,137.9
8.1,3.77,4,1.9,8.2,16,10.2
14.4,3.04,3,9.6,37.0,21,88.3
3.3,6.84,10,5.9,21.5,4,149.0
8.5,4.46,18,10.0,12.7,8,61.3
15.2,6.9,8,2.2,32.4,15,83.1
10.1,4.32,1,2.2,43.5,17,145.8
16.0,4.22,16,2.7,35.6,5,146.3
12.2,5.5,11,5.0,69.2,17,143.5
29.4,7.62,14,1.7,30.3,25,121.3
20.9,5.94,18,3.7,2.1,11,31.3
12.2,5.15,1,5.9,44.6,14,161.0
24.5,4.97,8,9.1,2.5,23,19.9
18.3,6.33,15,5.1,3.7,6,47.6
8.9,5.61,19,3.9,29.9,19,86.4
6.2,7.9,8,1.8,25.1,10,58.9
5.5,1.26,11,5.7,3.0,28,16.1
6.0,1.92,2,2.5,10.4,21,59.5
12.6,5.06,13,0.8,9.3,28,80.8
26.0,2.89,9,10.6,43.6,7,71.2
6.6,6.3,8,1.0,31.7,3,121.3
25.3,6.84,19,4.2,2.6,12,41.4
12.9,6.95,16,2.8,101.6,16,198.2
16.1,4.63,21,3.1,36.8,16,121.2
19.4,7.32,17,3.7,64.9,9,131.0
6.5,8.57,9,4.2,14.0,14,103.1
6.3,5.5,6,5.4,1.6,4,61.6
22.4,3.99,13,1.2,40.4,17,82.0
34.9,5.39,7,8.6,29.8,15,92.7
24.4,3.32,4,6.3,37.6,4,122.0
19.6,7.93,17,4.8,86.5,15,206.3
7.0,8.29,11,4.6,10.4,29,112.6
12.6,3.39,12,5.8,5.1,10,29.2
9.2,8.72,18,2.3,9.7,22,98.8
23.4,6.93,0,8.4,18.0,26,112.1
15.1,7.85,21,1.0,3.4,5,68.1
13.1,7.63,1,5.6,25.0,12,73.9
6.3,5.86,12,1.5,13.3,7,76.0
4.7,4.18,5,6.5,5.6,12,62.0
10.6,3.77,23,3.6,11.3,8,71.2
